"3e06eb36-2e4d-4e2c-a434-55e364b421dc","200","fandom.com","https://www.fandom.com","https://www.fandom.com","Fandom","None"
"a3d8b627-ed22-49e2-94c1-95476e63e1b9","200","fandom.com","http://www.fandom.com","https://www.fandom.com/","Fandom","None"
"08b4b82f-bc66-46b0-a514-a28fec081968","200","apple.com","https://www.apple.com","https://www.apple.com","Apple","None"
"210bf32c-ee00-4e4e-a323-d5082df6f149","200","apple.com","http://www.apple.com","https://www.apple.com/","Apple","None"
"a9358ca2-d053-47a5-9739-de5d86972477","200","espn.com","https://www.espn.com","https://www.espn.com","ESPN - Serving Sports Fans. Anytime. Anywhere.","None"
"d3c027fd-2a3b-4474-99a7-27c8625272ad","200","mayoclinic.org","https://www.mayoclinic.org","https://www.mayoclinic.org","Mayo Clinic - Mayo Clinic","None"
"01199b0d-cbc9-4735-acbf-ddecbbfcad17","200","youtube.com","https://www.youtube.com","https://www.youtube.com","YouTube","None"
"23ca7d5e-9c97-4b95-a1f4-e53a4d5f20b3","200","healthline.com","https://www.healthline.com","https://www.healthline.com","Healthline: Medical information and health advice you can trust.","None"
"b82143b6-bb9d-4903-82d7-a755c25b7e1d","200","nytimes.com","https://www.nytimes.com","https://www.nytimes.com","The New York Times - Breaking News, US News, World News and Videos","None"
"158caa68-076b-4488-8198-b1822b040f59","200","pinterest.com","https://www.pinterest.com","https://www.pinterest.com","Pinterest","None"
"ef463d78-9a66-4bdf-8121-f0bc8392f561","200","cnn.com","https://www.cnn.com","https://www.cnn.com","CNN - Breaking News, Latest News and Videos","None"
"835dc4e1-64dc-4f47-b9bd-2e78f04bf60f","200","pinterest.com","http://www.pinterest.com","https://www.pinterest.com/","Pinterest","None"
"820e4728-95c1-4655-81ec-28f2d4681158","200","foxnews.com","https://www.foxnews.com","https://www.foxnews.com","Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","None"
"832fbe6a-aa69-4016-a7c7-1e7d9689dac9","200","facebook.com","https://www.facebook.com","https://www.facebook.com","Facebook - log in or sign up","None"
"c955adec-d2ac-4306-ba7d-1a916e640e06","200","linkedin.com","https://www.linkedin.com","https://www.linkedin.com","LinkedIn: Log In or Sign Up","None"
"b56a514c-20d3-450c-b5cd-44525ed00880","200","irs.gov","https://www.irs.gov","https://www.irs.gov","Internal Revenue Service | An official website of the United States government","None"
"4dbd8c4c-0506-4951-8f29-374f4d0f90bf","200","cdc.gov","https://www.cdc.gov","https://www.cdc.gov","Centers for Disease Control and Prevention","None"
"fa79b531-8f2a-42b6-ae47-83f4591a39c3","200","homedepot.com","http://www.homedepot.com","https://www.homedepot.com/","The Home Depot","None"
"8625d713-6fa0-4f2f-bfae-12f6204ac339","200","foxnews.com","http://www.foxnews.com","https://www.foxnews.com/","Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos","None"
"48c5f7dd-5072-4175-b356-aafee0bdda8e","200","youtube.com","http://www.youtube.com","https://www.youtube.com/","YouTube","None"
"094f00e1-ab8c-440f-b16b-f24b41473aa4","200","instagram.com","https://www.instagram.com","https://www.instagram.com","Instagram","None"
"4fee5467-67d2-4186-b8e3-1850345213bc","200","instagram.com","http://www.instagram.com","https://www.instagram.com/","Instagram","None"
"91c3e560-235b-4762-bc0d-1f88e3f48a3c","200","nih.gov","https://www.nih.gov","https://www.nih.gov","National Institutes of Health (NIH) | Turning Discovery Into Health","None"
"6ee3f437-6d88-4df4-9c5e-eb8d3ef84b5e","200","mayoclinic.org","http://www.mayoclinic.org","https://www.mayoclinic.org/","Mayo Clinic - Mayo Clinic","None"
"7ce3d7da-6413-4e5c-aa06-36566e3f9983","200","britannica.com","https://www.britannica.com","https://www.britannica.com","Encyclopedia Britannica | Britannica","None"
"e6b8ddce-7f73-470b-ab5e-f83c8d2b6ed1","200","cvs.com","https://www.cvs.com","https://www.cvs.com","CVS - Online Drugstore, Pharmacy, Prescriptions & Health Information","None"
"8279bd2e-c1fc-483b-b9f5-e134e2b4de9e","200","nytimes.com","http://www.nytimes.com","https://www.nytimes.com/","The New York Times - Breaking News, US News, World News and Videos","None"
"2731084d-f1cc-4fec-914f-345f62abf0d8","200","healthline.com","http://www.healthline.com","https://www.healthline.com/","Healthline: Medical information and health advice you can trust.","None"
"8e25395f-f778-4be0-8fd3-8f00f1cee740","200","ca.gov","https://www.ca.gov","https://www.ca.gov","www.ca.gov | California State Portal","None"
"30b01a3e-094d-4c86-ab72-a3d9bb7e3c05","200","facebook.com","http://www.facebook.com","https://www.facebook.com/","Facebook - log in or sign up","None"
"a15376b4-a6be-4f64-b4f0-126ddf006f39","200","cnn.com","http://www.cnn.com","https://www.cnn.com/","CNN - Breaking News, Latest News and Videos","None"
"14cef0f0-f5fa-4736-a65e-9e2c4d2e3727","200","espn.com","http://www.espn.com","https://www.espn.com/","ESPN - Serving Sports Fans. Anytime. Anywhere.","None"
"2d228d52-312f-41c2-8619-3a773eddae6d","200","ebay.com","http://www.ebay.com","https://www.ebay.com/","Electronics, Cars, Fashion, Collectibles & More | eBay","None"
"3507761a-1f35-45c5-94ac-22428cbf74ef","200","homedepot.com","https://www.homedepot.com","https://www.homedepot.com","The Home Depot","None"
"d723e996-206e-4cf5-9b5c-c517706abf83","200","ebay.com","https://www.ebay.com","https://www.ebay.com","Electronics, Cars, Fashion, Collectibles & More | eBay","None"
"0ad0f0c8-535b-47ae-9f58-e9b2f8d150a2","200","google.com","http://www.google.com","http://www.google.com","Google","None"
"ec9af72d-2599-4eb5-9b84-f7fcfd9f86f2","200","medicalnewstoday.com","https://www.medicalnewstoday.com","https://www.medicalnewstoday.com","Medical and health information","None"
"9dc9e1ea-5920-4bc5-b3b7-47ac433fcacb","200","cbssports.com","https://www.cbssports.com","https://www.cbssports.com","CBS Sports - News, Live Scores, Schedules, Fantasy Games, Video and more. - CBSSports.com","None"
"c72ffcb3-b41c-42ff-a8c8-b74daf67cf80","200","merriam-webster.com","https://www.merriam-webster.com","https://www.merriam-webster.com","Dictionary by Merriam-Webster: America's most-trusted online dictionary","None"
"2a30c3ab-f546-4837-91d0-2ab47f08881b","200","etsy.com","https://www.etsy.com","https://www.etsy.com","Etsy - Shop for handmade, vintage, custom, and unique gifts for everyone","None"
"b7d0153d-9b67-442b-8bae-f3939649bbdb","200","google.com","https://www.google.com","https://www.google.com","Google","None"
"82d9be73-d370-472b-b784-af2fd4ea55f2","200","forbes.com","https://www.forbes.com","https://www.forbes.com","Forbes","None"
"7d55267c-7943-415a-8133-dfdeac8918e5","200","cdc.gov","http://www.cdc.gov","https://www.cdc.gov/","Centers for Disease Control and Prevention","None"
"e7b804c3-7643-4a15-9462-2f8a4ba961f6","200","irs.gov","http://www.irs.gov","https://www.irs.gov/","Internal Revenue Service | An official website of the United States government","None"
"c37cb366-1063-4230-a4cc-bb2bf9d28461","200","allrecipes.com","https://www.allrecipes.com","https://www.allrecipes.com","Allrecipes | Recipes, How-Tos, Videos and More","None"
"9678d554-7125-44cc-9e69-490a22547e87","200","britannica.com","http://www.britannica.com","https://www.britannica.com:443/","Encyclopedia Britannica | Britannica","None"
